Customer Date,Month,Inv. #,Design Number,Quantity,Rate,Amount,Dis (%),Discount Amount,Amount after Discount
24/02/2021,February,10087,AN3698,1,"2,490","2,490",10.00,249,"2,241"
24/02/2021,February,10088,A2289,1,750,750,0.00,0,750
24/02/2021,February,10088,A92,1,870,870,0.00,0,870
24/02/2021,February,10089,VG213,1,550,550,10.00,55,495
24/02/2021,February,10090,AN3616,1,"2,290","2,290",10.00,229,"2,061"
25/02/2021,February,10091,SH01-B,1,200,200,0.00,0,200
25/02/2021,February,10092,CITIN,1,850,850,0.00,0,850
25/02/2021,February,10093,L848FO,2,"1,990","3,980",20.00,796,"3,184"
25/02/2021,February,10094,CITIN,-1,850,-850,0.00,0,-850
25/02/2021,February,10094,CITINF,1,950,950,0.00,0,950
25/02/2021,February,10095,DISCLOSURE,1,"1,430","1,430",0.00,0,"1,430"
25/02/2021,February,10095,DE02,1,690,690,30.00,207,483
25/02/2021,February,10095,A1301,1,750,750,30.00,225,525
25/02/2021,February,10095,M1102,1,850,850,30.00,255,595
26/02/2021,February,10096,RUBY-B532,1,940,940,0.00,0,940
26/02/2021,February,10096,ANGEL,2,660,"1,320",0.00,0,"1,320"
26/02/2021,February,10097,AN3229,1,"2,240","2,240",40.00,896,"1,344"
26/02/2021,February,10098,L2899,1,"4,390","4,390",10.00,439,"3,951"
26/02/2021,February,10099,MP10000,1,250,250,0.00,0,250
26/02/2021,February,10100,SL210,1,"2,990","2,990",20.00,598,"2,392"
26/02/2021,February,10100,NK0095,1,"4,690","4,690",20.00,938,"3,752"
27/02/2021,February,10101,CITIN,-1,850,-850,0.00,0,-850
27/02/2021,February,10101,CITINF,1,950,950,0.00,0,950
27/02/2021,February,10101,AN3698,-1,"2,490","-2,490",10.00,-249,"-2,241"
27/02/2021,February,10101,AN3634,1,"2,790","2,790",10.00,279,"2,511"
27/02/2021,February,10102,T-118,1,"1,090","1,090",0.00,0,"1,090"
27/02/2021,February,10103,CITIN,1,850,850,0.00,0,850
27/02/2021,February,10104,H6802,1,990,990,10.00,99,891
27/02/2021,February,10105,A2289,1,750,750,0.00,0,750
27/02/2021,February,10106,H2122,1,890,890,10.00,89,801
27/02/2021,February,10107,DE02,1,690,690,10.00,69,621
27/02/2021,February,10107,A6122,1,550,550,0.00,0,550
27/02/2021,February,10107,ANGEL,1,660,660,0.00,0,660
27/02/2021,February,10108,IM6203,1,"10,990","10,990",30.00,"3,297","7,693"
27/02/2021,February,10108,KK173,1,"1,390","1,390",30.00,417,973
27/02/2021,February,10108,H6219,1,"1,090","1,090",30.00,327,763
27/02/2021,February,10108,E18015,1,"1,390","1,390",30.00,417,973
27/02/2021,February,10108,F376,1,500,500,0.00,0,500
27/02/2021,February,10108,J6065,2,450,900,0.00,0,900
27/02/2021,February,10109,DISCLOSURE,1,"1,430","1,430",0.00,0,"1,430"
27/02/2021,February,10110,H0012,2,950,"1,900",20.00,380,"1,520"
27/02/2021,February,10110,B138,2,350,700,0.00,0,700
27/02/2021,February,10111,T-118,2,"1,090","2,180",0.00,0,"2,180"
27/02/2021,February,10111,CITIN,2,850,"1,700",0.00,0,"1,700"
27/02/2021,February,10112,NBB351082,2,"1,390","2,780",20.00,556,"2,224"
27/02/2021,February,10112,MP003,1,780,780,0.00,0,780
27/02/2021,February,10113,ANGEL,2,660,"1,320",0.00,0,"1,320"
28/02/2021,February,10114,LTA001,3,"1,650","4,950",0.00,0,"4,950"
28/02/2021,February,10114,I610B,4,400,"1,600",0.00,0,"1,600"
28/02/2021,February,10114,LL105137BIG,1,600,600,0.00,0,600
28/02/2021,February,10114,CD30660,1,500,500,0.00,0,500
28/02/2021,February,10114,HBLN564,1,"1,885","1,885",30.00,566,"1,320"
28/02/2021,February,10114,E1921,2,"1,390","2,780",30.00,834,"1,946"
28/02/2021,February,10114,E1924,1,"1,290","1,290",30.00,387,903
28/02/2021,February,10114,L7606,1,"2,590","2,590",30.00,777,"1,813"
28/02/2021,February,10115,AN3634,1,"2,790","2,790",20.00,558,"2,232"
28/02/2021,February,10115,CITINF,1,950,950,0.00,0,950
28/02/2021,February,10115,CH0849,1,400,400,0.00,0,400
28/02/2021,February,10115,PC4370,1,"12,990","12,990",20.00,"2,598","10,392"
28/02/2021,February,10116,NU5675,1,"5,290","5,290",30.00,"1,587","3,703"
28/02/2021,February,10116,L848FO,1,"1,990","1,990",30.00,597,"1,393"
28/02/2021,February,10116,NBB351082,1,"1,390","1,390",30.00,417,973
28/02/2021,February,10117,CITIN,1,850,850,0.00,0,850
28/02/2021,February,10118,NK0072,1,"4,290","4,290",10.00,429,"3,861"
28/02/2021,February,10119,A2289,1,750,750,0.00,0,750
28/02/2021,February,10120,VB1133,1,"5,990","5,990",30.00,"1,797","4,193"
28/02/2021,February,10121,KK173,1,"1,390","1,390",10.00,139,"1,251"
28/02/2021,February,10121,MP003,1,780,780,0.00,0,780
28/02/2021,February,10121,CH4962,1,400,400,0.00,0,400
28/02/2021,February,10122,I6346,1,400,400,0.00,0,400
28/02/2021,February,10122,I332B,1,450,450,0.00,0,450
28/02/2021,February,10123,AN2476,1,"2,990","2,990",10.00,299,"2,691"
28/02/2021,February,10124,NU5491,1,"3,990","3,990",10.00,399,"3,591"
28/02/2021,February,10124,LL105129,1,550,550,0.00,0,550
28/02/2021,February,10125,DISCLOSUREF,1,"1,540","1,540",0.00,0,"1,540"
28/02/2021,February,10126,FL230627,1,"1,650","1,650",0.00,0,"1,650"
28/02/2021,February,10127,LKI002,1,"1,650","1,650",0.00,0,"1,650"
28/02/2021,February,10127,CITIN,1,850,850,0.00,0,850
28/02/2021,February,10128,FANTASY,1,"2,590","2,590",50.00,"1,295","1,295"
28/02/2021,February,10129,CITINF,1,950,950,0.00,0,950
01/03/2021,March,10130,CITIN,2,850,"1,700",0.00,0,"1,700"
01/03/2021,March,10131,PASSION,1,"2,490","2,490",50.00,"1,245","1,245"
01/03/2021,March,10132,PASSION,1,"2,490","2,490",50.00,"1,245","1,245"
01/03/2021,March,10133,CH0849,1,400,400,0.00,0,400
01/03/2021,March,10133,NBB351082,1,"1,390","1,390",10.00,139,"1,251"
01/03/2021,March,10134,CITIN,3,850,"2,550",0.00,0,"2,550"
01/03/2021,March,10135,AN3125,2,"2,190","4,380",20.00,876,"3,504"
01/03/2021,March,10136,NU5909,1,"8,990","8,990",30.00,"2,697","6,293"
01/03/2021,March,10136,NU4487,1,"3,990","3,990",30.00,"1,197","2,793"
01/03/2021,March,10136,DS12061,1,"2,590","2,590",30.00,777,"1,813"
01/03/2021,March,10136,KK173,1,"1,390","1,390",30.00,417,973
01/03/2021,March,10136,NKTR24,1,990,990,30.00,297,693
01/03/2021,March,10136,GO4650,1,"2,790","2,790",50.00,"1,395","1,395"
01/03/2021,March,10136,A2289,1,750,750,0.00,0,750
01/03/2021,March,10136,SUP13003,1,"2,990","2,990",30.00,897,"2,093"
01/03/2021,March,10137,H6250,2,"1,250","2,500",20.00,500,"2,000"
01/03/2021,March,10137,T-118,1,"1,090","1,090",0.00,0,"1,090"
01/03/2021,March,10137,A92,2,870,"1,740",0.00,0,"1,740"
01/03/2021,March,10137,A2289,1,750,750,0.00,0,750
01/03/2021,March,10137,I6379,2,400,800,0.00,0,800
01/03/2021,March,10137,CH0849,3,400,"1,200",0.00,0,"1,200"
01/03/2021,March,10138,LFI003,1,"1,650","1,650",0.00,0,"1,650"
01/03/2021,March,10138,MP003,1,780,780,0.00,0,780
01/03/2021,March,10138,AYDOMIX,1,"3,590","3,590",10.00,359,"3,231"
02/03/2021,March,10139,A2289,1,750,750,0.00,0,750
02/03/2021,March,10140,T-118,1,"1,090","1,090",0.00,0,"1,090"
02/03/2021,March,10140,CITIN,1,850,850,0.00,0,850
02/03/2021,March,10141,H0012,1,950,950,20.00,190,760
02/03/2021,March,10141,E1707,1,"1,190","1,190",20.00,238,952
02/03/2021,March,10142,AN3616,1,"2,290","2,290",20.00,458,"1,832"
02/03/2021,March,10142,H0012,1,950,950,20.00,190,760
02/03/2021,March,10142,SH01-B,1,200,200,0.00,0,200
02/03/2021,March,10143,YI1005,2,"2,190","4,380",30.00,"1,314","3,066"
02/03/2021,March,10143,YI1905,1,"2,190","2,190",30.00,657,"1,533"
02/03/2021,March,10143,SU1048,1,"2,990","2,990",30.00,897,"2,093"
02/03/2021,March,10143,L848FO,1,"1,990","1,990",30.00,597,"1,393"
02/03/2021,March,10143,AYDO4739B,1,"3,990","3,990",30.00,"1,197","2,793"
02/03/2021,March,10143,L831,1,"2,490","2,490",30.00,747,"1,743"
02/03/2021,March,10143,LZF04,1,"1,950","1,950",30.00,585,"1,365"
02/03/2021,March,10143,MF33636,1,"1,590","1,590",30.00,477,"1,113"
02/03/2021,March,10143,M1301,1,750,750,30.00,225,525
02/03/2021,March,10144,NL1540,1,"9,590","9,590",10.00,959,"8,631"
02/03/2021,March,10145,NU4385,1,"3,790","3,790",10.00,379,"3,411"
02/03/2021,March,10146,NITA,1,"1,090","1,090",0.00,0,"1,090"
02/03/2021,March,10146,ANGEL,1,660,660,0.00,0,660
03/03/2021,March,10147,NU4318,1,"3,590","3,590",20.00,718,"2,872"
03/03/2021,March,10147,MF33636,1,"1,590","1,590",20.00,318,"1,272"
03/03/2021,March,10148,MF33636,1,"1,590","1,590",10.00,159,"1,431"
03/03/2021,March,10149,AN3633,1,"2,790","2,790",10.00,279,"2,511"
03/03/2021,March,10150,CD008,1,790,790,10.00,79,711
03/03/2021,March,10150,CH4974,1,350,350,0.00,0,350
03/03/2021,March,10150,DR0500,1,"1,000","1,000",0.00,0,"1,000"
03/03/2021,March,10151,CITIN,1,850,850,0.00,0,850
03/03/2021,March,10151,J6140,1,400,400,0.00,0,400
04/03/2021,March,10152,SBC1620,1,"1,090","1,090",10.00,109,981
04/03/2021,March,10153,LKI002,1,"1,650","1,650",0.00,0,"1,650"
04/03/2021,March,10154,GO4740,1,"4,390","4,390",10.00,439,"3,951"
04/03/2021,March,10155,CITIN,3,850,"2,550",0.00,0,"2,550"
04/03/2021,March,10156,PASSION,1,"2,490","2,490",50.00,"1,245","1,245"
04/03/2021,March,10157,L7606,1,"2,590","2,590",10.00,259,"2,331"
04/03/2021,March,10158,L007RN,1,"1,990","1,990",10.00,199,"1,791"
05/03/2021,March,10159,H6219,1,"1,090","1,090",20.00,218,872
05/03/2021,March,10159,KK173,1,"1,390","1,390",20.00,278,"1,112"
05/03/2021,March,10160,CITIN,1,850,850,0.00,0,850
05/03/2021,March,10161,EMANUEL,1,"2,490","2,490",10.00,249,"2,241"
05/03/2021,March,10161,A2289,1,750,750,0.00,0,750
05/03/2021,March,10162,CITIN,1,850,850,0.00,0,850
06/03/2021,March,10163,L848FO,1,"1,990","1,990",10.00,199,"1,791"
06/03/2021,March,10164,H6219,1,"1,090","1,090",10.00,109,981
06/03/2021,March,10164,T-118,1,"1,090","1,090",0.00,0,"1,090"
06/03/2021,March,10165,SL210,1,"2,990","2,990",10.00,299,"2,691"
06/03/2021,March,10166,AN3592-7,3,"2,190","6,570",30.00,"1,971","4,599"
06/03/2021,March,10167,NBB352073,2,"1,690","3,380",20.00,676,"2,704"
06/03/2021,March,10167,AN3229,1,"2,240","2,240",40.00,896,"1,344"
06/03/2021,March,10168,AN3634,-1,"2,790","-2,790",20.00,-558,"-2,232"
06/03/2021,March,10168,DISCLOSUREF,1,"1,540","1,540",0.00,0,"1,540"
06/03/2021,March,10168,CITINF,1,950,950,0.00,0,950
06/03/2021,March,10169,DISCLOSURE,-1,"1,430","-1,430",0.00,0,"-1,430"
06/03/2021,March,10169,DISCLOSUREF,1,"1,540","1,540",0.00,0,"1,540"
06/03/2021,March,10169,CITINF,1,950,950,0.00,0,950
06/03/2021,March,10170,H6802,2,990,"1,980",30.00,594,"1,386"
06/03/2021,March,10170,BALCONY,1,950,950,30.00,285,665
06/03/2021,March,10171,SBC1620,2,"1,090","2,180",30.00,654,"1,526"
06/03/2021,March,10171,NBB352073,2,"1,690","3,380",30.00,"1,014","2,366"
07/03/2021,March,10172,CR92904,1,"2,590","2,590",30.00,777,"1,813"
07/03/2021,March,10172,M1102,1,850,850,30.00,255,595
07/03/2021,March,10172,DE02,1,690,690,30.00,207,483
07/03/2021,March,10173,H6802,1,990,990,20.00,198,792
07/03/2021,March,10173,E1938,1,"1,290","1,290",20.00,258,"1,032"
07/03/2021,March,10174,FL757,1,"2,290","2,290",10.00,229,"2,061"
07/03/2021,March,10175,LOO7RN,1,"1,990","1,990",100.00,"1,990",0
07/03/2021,March,10175,NKTR24,1,990,990,100.00,990,0
08/03/2021,March,10176,AN3592-7,1,"2,190","2,190",10.00,219,"1,971"
08/03/2021,March,10176,FL230496,2,"1,690","3,380",0.00,0,"3,380"
08/03/2021,March,10177,H060,1,990,990,50.00,495,495
08/03/2021,March,10178,CITIN,1,850,850,0.00,0,850
08/03/2021,March,10179,LIKA988,1,"2,090","2,090",10.00,209,"1,881"
08/03/2021,March,10180,H2121,1,850,850,30.00,255,595
08/03/2021,March,10180,BALCONY,1,950,950,30.00,285,665
08/03/2021,March,10180,DE02,1,690,690,30.00,207,483
08/03/2021,March,10180,B138,1,350,350,0.00,0,350
08/03/2021,March,10180,J6140,1,400,400,0.00,0,400
09/03/2021,March,10181,NL1630,1,"8,990","8,990",30.00,"2,697","6,293"
09/03/2021,March,10181,SL210,1,"2,990","2,990",30.00,897,"2,093"
09/03/2021,March,10181,GO4530,1,"2,790","2,790",30.00,837,"1,953"
09/03/2021,March,10181,SBB1001,1,"2,600","2,600",30.00,780,"1,820"
09/03/2021,March,10181,NY6105,1,"1,150","1,150",30.00,345,805
09/03/2021,March,10181,MF14002,1,"1,990","1,990",30.00,597,"1,393"
09/03/2021,March,10181,AN2659,1,"1,500","1,500",0.00,0,"1,500"
09/03/2021,March,10181,CH0849,1,400,400,0.00,0,400
09/03/2021,March,10181,A2289,1,750,750,0.00,0,750
09/03/2021,March,10181,LL105137BIG,1,600,600,0.00,0,600
09/03/2021,March,10182,H6802,1,990,990,10.00,99,891
09/03/2021,March,10183,A2289,1,750,750,0.00,0,750
09/03/2021,March,10184,CITIN,1,850,850,0.00,0,850
09/03/2021,March,10185,ZINNIA,1,"1,990","1,990",50.00,995,995
09/03/2021,March,10185,T-118,1,"1,090","1,090",0.00,0,"1,090"
09/03/2021,March,10186,CD056,1,690,690,10.00,69,621
09/03/2021,March,10187,DE02,1,690,690,10.00,69,621
09/03/2021,March,10187,ANURADHA,1,690,690,0.00,0,690
09/03/2021,March,10187,SH01-B,1,200,200,0.00,0,200
10/03/2021,March,10188,AN3592,1,"2,190","2,190",10.00,219,"1,971"
10/03/2021,March,10188,AN3229,1,"2,240","2,240",40.00,896,"1,344"
10/03/2021,March,10189,H0012,1,950,950,10.00,95,855
10/03/2021,March,10190,T-118,2,"1,090","2,180",0.00,0,"2,180"
10/03/2021,March,10190,MF1501,1,990,990,0.00,0,990
10/03/2021,March,10191,CITIN,2,850,"1,700",0.00,0,"1,700"
10/03/2021,March,10191,I610B,1,400,400,0.00,0,400
11/03/2021,March,10192,S8836,1,750,750,30.00,225,525
11/03/2021,March,10192,A2289,1,750,750,0.00,0,750
11/03/2021,March,10193,DISCLOSUREF,1,"1,540","1,540",0.00,0,"1,540"
11/03/2021,March,10194,FL763,1,"3,790","3,790",10.00,379,"3,411"
11/03/2021,March,10195,DISCLOSUREF,1,"1,540","1,540",0.00,0,"1,540"
11/03/2021,March,10195,CITINF,1,950,950,0.00,0,950
11/03/2021,March,10196,I332B,1,450,450,0.00,0,450
11/03/2021,March,10196,A5988,1,550,550,0.00,0,550
11/03/2021,March,10196,MP003,1,780,780,0.00,0,780
12/03/2021,March,10197,SBB1001,1,"2,600","2,600",30.00,780,"1,820"
12/03/2021,March,10197,SH8877,2,950,"1,900",30.00,570,"1,330"
12/03/2021,March,10198,FL763,1,"3,790","3,790",20.00,758,"3,032"
12/03/2021,March,10198,L7602,1,"2,590","2,590",20.00,518,"2,072"
12/03/2021,March,10199,H6802,1,990,990,10.00,99,891
12/03/2021,March,10199,FARIYA,1,"1,150","1,150",0.00,0,"1,150"
12/03/2021,March,10200,CITIN,2,850,"1,700",0.00,0,"1,700"
12/03/2021,March,10201,GO7200,1,"4,390","4,390",10.00,439,"3,951"
12/03/2021,March,10202,CITIN,2,850,"1,700",0.00,0,"1,700"
12/03/2021,March,10203,BUNTY,1,"1,190","1,190",0.00,0,"1,190"
12/03/2021,March,10204,E1707,1,"1,190","1,190",10.00,119,"1,071"
13/03/2021,March,10205,NU5919,1,"8,990","8,990",30.00,"2,697","6,293"
13/03/2021,March,10205,GO4530,1,"2,790","2,790",30.00,837,"1,953"
13/03/2021,March,10205,H9059,1,990,990,30.00,297,693
13/03/2021,March,10205,IM6203,1,"10,990","10,990",30.00,"3,297","7,693"
13/03/2021,March,10206,FL755,1,"2,990","2,990",30.00,897,"2,093"
13/03/2021,March,10206,H0012,1,950,950,30.00,285,665
13/03/2021,March,10206,BALCONY,1,950,950,30.00,285,665
13/03/2021,March,10207,FARIYA,1,"1,150","1,150",0.00,0,"1,150"
15/03/2021,March,10208,T-118,2,"1,090","2,180",0.00,0,"2,180"
15/03/2021,March,10209,L007RN,1,"1,990","1,990",10.00,199,"1,791"
15/03/2021,March,10209,CITIN,1,850,850,0.00,0,850
15/03/2021,March,10210,ZINNIA,1,"1,990","1,990",50.00,995,995
15/03/2021,March,10211,SU1048,1,"2,990","2,990",10.00,299,"2,691"
16/03/2021,March,10212,H6219,1,"1,090","1,090",50.00,545,545
16/03/2021,March,10212,BN2998,1,"1,090","1,090",50.00,545,545
16/03/2021,March,10212,FL230496,1,"1,690","1,690",20.00,338,"1,352"
16/03/2021,March,10212,E1938,1,"1,290","1,290",50.00,645,645
16/03/2021,March,10213,NBB352073,-1,"1,690","-1,690",20.00,-338,"-1,352"
16/03/2021,March,10213,AN3229,1,"2,240","2,240",40.00,896,"1,344"
17/03/2021,March,10214,NK1799,1,"1,990","1,990",50.00,995,995
17/03/2021,March,10215,NBB351082,4,"1,390","5,560",30.00,"1,668","3,892"
17/03/2021,March,10216,AN3592,1,"2,190","2,190",10.00,219,"1,971"
18/03/2021,March,10217,DISCLOSURE,2,"1,430","2,860",0.00,0,"2,860"
18/03/2021,March,10218,RUBY-B532,1,940,940,0.00,0,940
18/03/2021,March,10218,MP10000,2,250,500,0.00,0,500
18/03/2021,March,10219,HBLP2000,1,"1,885","1,885",10.00,189,"1,697"
18/03/2021,March,10220,NU5521,1,"4,990","4,990",30.00,"1,497","3,493"
18/03/2021,March,10220,GO4740,1,"4,390","4,390",30.00,"1,317","3,073"
18/03/2021,March,10220,NU4491,1,"3,590","3,590",30.00,"1,077","2,513"
18/03/2021,March,10220,E18011,1,750,750,30.00,225,525
18/03/2021,March,10220,GO6000,1,"1,790","1,790",30.00,537,"1,253"
18/03/2021,March,10221,SH01-B,1,200,200,0.00,0,200
18/03/2021,March,10222,AN3633,1,"2,790","2,790",20.00,558,"2,232"
18/03/2021,March,10222,AN3698,1,"2,490","2,490",20.00,498,"1,992"
18/03/2021,March,10223,CITIN,1,850,850,0.00,0,850
18/03/2021,March,10223,ANGEL,1,660,660,0.00,0,660
18/03/2021,March,10224,E1707,1,"1,190","1,190",10.00,119,"1,071"
18/03/2021,March,10225,DISCLOSURE,1,"1,430","1,430",0.00,0,"1,430"
18/03/2021,March,10226,GO6080,1,"2,590","2,590",50.00,"1,295","1,295"
18/03/2021,March,10226,GO4565,1,"2,190","2,190",50.00,"1,095","1,095"
18/03/2021,March,10226,DS31773,1,"1,690","1,690",20.00,338,"1,352"
18/03/2021,March,10226,L1001,1,650,650,20.00,130,520
19/03/2021,March,10227,NBB351082,3,"1,390","4,170",30.00,"1,251","2,919"
19/03/2021,March,10228,GO6031,1,"1,990","1,990",10.00,199,"1,791"
22/03/2021,March,10229,EL3016,1,"3,290","3,290",30.00,987,"2,303"
22/03/2021,March,10229,AYDO9041,1,"3,390","3,390",30.00,"1,017","2,373"
22/03/2021,March,10229,AYDO9032,1,"3,390","3,390",30.00,"1,017","2,373"
22/03/2021,March,10230,CITIN,3,850,"2,550",0.00,0,"2,550"
22/03/2021,March,10231,DISCLOSURE,1,"1,430","1,430",0.00,0,"1,430"
22/03/2021,March,10232,DISCLOSURE,1,"1,430","1,430",0.00,0,"1,430"
22/03/2021,March,10233,SBB1001,-1,"2,600","-2,600",30.00,-780,"-1,820"
22/03/2021,March,10233,GO6035,1,"2,190","2,190",30.00,657,"1,533"
22/03/2021,March,10233,I332B,1,450,450,0.00,0,450
22/03/2021,March,10234,FANTASY,1,"2,590","2,590",50.00,"1,295","1,295"
22/03/2021,March,10235,L966,1,"2,790","2,790",10.00,279,"2,511"
22/03/2021,March,10236,CITIN,1,850,850,0.00,0,850
22/03/2021,March,10236,DISCLOSURE,1,"1,430","1,430",0.00,0,"1,430"
22/03/2021,March,10237,T-118,1,"1,090","1,090",0.00,0,"1,090"
23/03/2021,March,10238,T-118,2,"1,090","2,180",0.00,0,"2,180"
23/03/2021,March,10238,CH0849,2,400,800,0.00,0,800
23/03/2021,March,10239,T-118,1,"1,090","1,090",0.00,0,"1,090"
23/03/2021,March,10240,K3262,1,750,750,10.00,75,675
23/03/2021,March,10240,S8836,1,750,750,30.00,225,525
23/03/2021,March,10241,A92,1,870,870,0.00,0,870
23/03/2021,March,10242,CITIN,1,850,850,0.00,0,850
23/03/2021,March,10243,PASSION,2,"2,490","4,980",50.00,"2,490","2,490"
23/03/2021,March,10243,SH01-B,1,200,200,0.00,0,200
23/03/2021,March,10244,AN3697,1,"2,790","2,790",40.00,"1,116","1,674"
23/03/2021,March,10244,PASSION,1,"2,490","2,490",50.00,"1,245","1,245"
23/03/2021,March,10245,E1938,1,"1,290","1,290",10.00,129,"1,161"
23/03/2021,March,10246,NBB3581,2,"1,990","3,980",30.00,"1,194","2,786"
23/03/2021,March,10246,SBB1001,1,"2,600","2,600",30.00,780,"1,820"
23/03/2021,March,10246,H6250,1,"1,250","1,250",30.00,375,875
23/03/2021,March,10246,RUBY-B532,2,940,"1,880",0.00,0,"1,880"
23/03/2021,March,10247,L848FO,1,"1,990","1,990",20.00,398,"1,592"
23/03/2021,March,10247,L2898,1,"4,290","4,290",20.00,858,"3,432"
23/03/2021,March,10248,LKI002,1,"1,650","1,650",0.00,0,"1,650"
24/03/2021,March,10249,MF1501,1,990,990,0.00,0,990
24/03/2021,March,10249,A5988,1,550,550,0.00,0,550
24/03/2021,March,10250,KK173,1,"1,390","1,390",10.00,139,"1,251"
24/03/2021,March,10251,CITIN,4,850,"3,400",0.00,0,"3,400"
24/03/2021,March,10252,ANURADHA,2,690,"1,380",0.00,0,"1,380"
24/03/2021,March,10253,CITIN,-1,850,-850,0.00,0,-850
24/03/2021,March,10253,FL23096,1,"1,690","1,690",0.00,0,"1,690"
25/03/2021,March,10254,NKTR24,1,990,990,10.00,99,891
25/03/2021,March,10255,CITIN,4,850,"3,400",0.00,0,"3,400"
25/03/2021,March,10256,NU5111,1,"7,590","7,590",30.00,"2,277","5,313"
25/03/2021,March,10256,F3036,1,"3,990","3,990",30.00,"1,197","2,793"
25/03/2021,March,10256,E18011,1,750,750,30.00,225,525
25/03/2021,March,10257,T-118,1,"1,090","1,090",0.00,0,"1,090"
25/03/2021,March,10257,CITIN,1,850,850,0.00,0,850
25/03/2021,March,10258,A5988,1,550,550,0.00,0,550
25/03/2021,March,10258,MF1202,1,750,750,0.00,0,750
25/03/2021,March,10258,I8813,1,400,400,0.00,0,400
25/03/2021,March,10259,H9059,1,990,990,30.00,297,693
25/03/2021,March,10259,H0012,3,950,"2,850",30.00,855,"1,995"
25/03/2021,March,10259,B138,1,350,350,0.00,0,350
26/03/2021,March,10260,CITIN,1,850,850,0.00,0,850
26/03/2021,March,10261,NU4340,1,"3,590","3,590",20.00,718,"2,872"
26/03/2021,March,10261,GO4725,1,"2,490","2,490",20.00,498,"1,992"
26/03/2021,March,10262,DISCLOSUREF,1,"1,540","1,540",0.00,0,"1,540"
26/03/2021,March,10263,NU4487,1,"3,990","3,990",30.00,"1,197","2,793"
26/03/2021,March,10263,EL3061,2,"3,290","6,580",30.00,"1,974","4,606"
26/03/2021,March,10263,EL3334,1,"2,590","2,590",30.00,777,"1,813"
26/03/2021,March,10263,M1601,3,890,"2,670",30.00,801,"1,869"
26/03/2021,March,10263,DR0500,1,"1,000","1,000",0.00,0,"1,000"
26/03/2021,March,10263,MP003,2,780,"1,560",0.00,0,"1,560"
26/03/2021,March,10263,T-118,1,"1,090","1,090",0.00,0,"1,090"
26/03/2021,March,10264,SH01-B,1,200,200,0.00,0,200
26/03/2021,March,10264,HBLP1001,1,"1,885","1,885",30.00,566,"1,320"
26/03/2021,March,10264,KK173,1,"1,390","1,390",30.00,417,973
26/03/2021,March,10264,M1301,1,750,750,30.00,225,525
26/03/2021,March,10264,M1305,1,950,950,30.00,285,665
26/03/2021,March,10264,A5988,1,550,550,0.00,0,550
26/03/2021,March,10265,CITIN,1,850,850,0.00,0,850
26/03/2021,March,10266,S8379,1,"4,990","4,990",30.00,"1,497","3,493"
26/03/2021,March,10266,L966,1,"2,790","2,790",30.00,837,"1,953"
26/03/2021,March,10266,E18011,1,750,750,30.00,225,525
29/03/2021,March,10267,LKI002,1,"1,650","1,650",0.00,0,"1,650"
29/03/2021,March,10268,L7606,1,"2,590","2,590",20.00,518,"2,072"
29/03/2021,March,10268,PC4025,1,"10,590","10,590",20.00,"2,118","8,472"
29/03/2021,March,10269,NBB351082,1,"1,390","1,390",30.00,417,973
29/03/2021,March,10269,H6250,1,"1,250","1,250",30.00,375,875
29/03/2021,March,10269,YI1005,1,"2,190","2,190",30.00,657,"1,533"
29/03/2021,March,10270,E1938,1,"1,290","1,290",10.00,129,"1,161"
29/03/2021,March,10271,ANGEL,1,660,660,0.00,0,660
29/03/2021,March,10272,T-118,-1,"1,090","-1,090",0.00,0,"-1,090"
29/03/2021,March,10272,CITIN,1,850,850,0.00,0,850
29/03/2021,March,10272,M1102,1,850,850,0.00,0,850
29/03/2021,March,10273,RUBY-B532,1,940,940,0.00,0,940
29/03/2021,March,10273,MP003,1,780,780,0.00,0,780
29/03/2021,March,10274,GO6031,1,"1,990","1,990",10.00,199,"1,791"
29/03/2021,March,10275,CH0849,1,400,400,0.00,0,400
29/03/2021,March,10276,H6802,2,990,"1,980",30.00,594,"1,386"
29/03/2021,March,10276,RN001,1,950,950,30.00,285,665
30/03/2021,March,10277,H9059,1,990,990,30.00,297,693
30/03/2021,March,10277,E18011,1,750,750,30.00,225,525
30/03/2021,March,10277,H0012,1,950,950,30.00,285,665
30/03/2021,March,10278,NU4591,1,"3,590","3,590",10.00,359,"3,231"
31/03/2021,March,10279,DISCLOSURE,1,"1,430","1,430",0.00,0,"1,430"
31/03/2021,March,10279,NBB351082,1,"1,390","1,390",30.00,417,973
31/03/2021,March,10279,AN2513,2,"8,990","17,980",30.00,"5,394","12,586"
31/03/2021,March,10280,GO4720,1,"2,990","2,990",10.00,299,"2,691"
31/03/2021,March,10281,SH01-B,1,200,200,0.00,0,200
31/03/2021,March,10282,CITIN,1,850,850,0.00,0,850
31/03/2021,March,10283,AN2513,-1,"8,990","-8,990",30.00,"-2,697","-6,293"
31/03/2021,March,10283,AN2518,1,"6,990","6,990",30.00,"2,097","4,893"
31/03/2021,March,10283,DISCLOSURE,1,"1,430","1,430",0.00,0,"1,430"
31/03/2021,March,10284,GO4555,2,"2,490","4,980",30.00,"1,494","3,486"
31/03/2021,March,10284,GO4600PU,2,"3,190","6,380",30.00,"1,914","4,466"
31/03/2021,March,10284,GO9700,1,"3,790","3,790",30.00,"1,137","2,653"
31/03/2021,March,10284,AN2659,3,"1,500","4,500",30.00,"1,350","3,150"
